Date,Startup_Name,Industry,SubVertical,City,Investors,InvestmentType,Amount_usd,sector
07/07/2017,ClipApp,"Consumer Internet","Digital Media Video platform",Bangalore,"India Quotient, Shunwei Capital","Seed Funding",1000000,Other
10/07/2017,Autorox,Technology,"Workshop Management Software Platform",Hyderabad,"Mitsui & Co.",Equity,3000000,Technology
11/07/2017,Fabogo,"Consumer Internet","Salon & Spa Aggregation & Discovery platform",Pune,"Dunamis Ventures Pte Ltd",Equity,2250000,Other
11/07/2017,Flickstree,"Consumer Internet","Video Content Discovery Platform",Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures","Seed Funding",464000,Other
12/07/2017,Innoviti,Technology,"Digital payments solutions",Bangalore,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Equity,18500000,Technology
14/07/2017,QwikSpec,Technology,"Construction site operations and analytics platform",Bangalore,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen","Seed Funding",540000,Technology
14/07/2017,Chumbak,eCommerce,"Designer consumer products Marketplace",Bangalore,"Blacksoil Capital Pvt. Ltd",Equity,1700000,E-Commerce
17/07/2017,Increff,Technology,"Sales Solutions for Fashion Brands",Bangalore,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das","Seed Funding",2000000,Technology
17/07/2017,Vayana,Technology,"Enterprise Banking Solutions",Pune,"IDG Ventures India Advisors, Jungle Ventures",Equity,4000000,Technology
19/07/2017,Rentomojo,"Consumer Internet","Consumer Leasing Platform",Bangalore,"ain Capital Ventures, Renaud Laplanche",Equity,10000000,Other
19/07/2017,Playablo,Technology,"Gamified Learning App",Bangalore,"ABI-Showatech (India) Ltd","Seed Funding",600000,Technology
20/07/2017,Trupay,Technology,"Online payments platform",Gurugram,"Kae Capital M&S Partners","Seed Funding",700000,Technology
21/07/2017,Brick2Wall,eCommerce,"Online Marketplace for Construction Material",Gurugram,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others","Seed Funding",200000,E-Commerce
25/07/2017,Noticeboard,"Consumer Internet","Mobile first Enterprise communication platform",Bangalore,"Stellaris Venture Partners",Equity,1200000,Other
25/07/2017,BYJUs,"Consumer Internet","Mobile Learning App",Bangalore,"Tencent Holdings",Equity,35000000,Other
26/07/2017,FabHotels,"Consumer Internet","Budget hotels brand & Aggregator Platform",Delhi,"Goldman Sachs",Equity,25000000,Other
26/07/2017,ThinkerBell,"Consumer Internet","Assisted Learning Startup",Bangalore,"Indian Angel Network, Anand Mahindra","Seed Funding",200000,Other
27/07/2017,1mg,eCommerce,"Online Pharmacy",Gurugram,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Equity,15000000,E-Commerce
28/07/2017,BigStylist,"Consumer Internet","Beauty Services Marketplace",Mumbai,"Info Edge (India) Ltd",Equity,1250000,Other
02/06/2017,RentOnGo,eCommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bangalore,"TVS Motor Company","Seed Funding",234000,E-Commerce
05/06/2017,Goomo,"Consumer Internet","Online Travel & Holiday Booking platform",Mumbai,"Emerging India",Equity,50000000,Other
06/06/2017,Spinny,eCommerce,"Online Used Car marketplace",Gurugram,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Equity,1000000,E-Commerce
06/06/2017,BHIVEWorkspace,"Consumer Internet","co working spaces",Bangalore,"Blume Ventures",Equity,1200000,Other
06/06/2017,wayForward,"Consumer Internet","Mobile app for Mental Health",Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan","Seed Funding",1000000,Other
07/06/2017,ZipLoan,"Consumer Internet","Online lending platform",Delhi,"WaterBridge Ventures","Seed Funding",650000,Other
07/06/2017,GrowFitter,"Consumer Internet","health and fitness discovery platform",Mumbai,"SQue Capital","Seed Funding",600000,Other
08/06/2017,Stratfit,"Consumer Internet","Health coaching programs",Hyderabad,"Bodhtree Consulting Limited","Seed Funding",232000,Other
08/06/2017,MultiplierSolutions,Technology,"CRM Software for Healthcare space",Hyderabad,"Norwest Venture Partners",Equity,1500000,Technology
08/06/2017,ABIHealth,Technology,"Unified Digital Health Platform",Bangalore,"Norwest Venture Partners",Equity,1500000,Technology
08/06/2017,Stockal,"Consumer Internet","App based Investment advisory Services",Bangalore,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha","Seed Funding",350000,Other
09/06/2017,Guidoo,"Consumer Internet","Travel & adventure planning platform",Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao","Seed Funding",300000,Other
09/06/2017,eSahai,"Consumer Internet","ambulance aggregator and medical taxi provider",Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala","Seed Funding",250000,Other
12/06/2017,LendingKart,"Consumer Internet","Online Lending platform",Ahemdabad,"Yes Bank",Debt,7800000,Other
12/06/2017,Boxx.ai,Technology,"Artificial Intelligence",Bangalore,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Equity,500000,Technology
12/06/2017,PeeSafe,Healthcare,"Hygiene care product manufacturer",Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Equity,1000000,Healthcare
12/06/2017,VistaRooms,"Consumer Internet","Online rooms aggregation platform",Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham","Seed Funding",776000,Other
12/06/2017,CoverFox,"Consumer Internet","Online insurance brokerage platform",Mumbai,Transamerica,Equity,15000000,Other
13/06/2017,Goodera,Technology,"CSR and sustainability management platform",Bangalore,"Nexus Venture Partners, Omidyar Network",Equity,5500000,Technology
14/06/2017,Ola,"Consumer Internet","Cab Aggregation App",Bangalore,"Tekne Capital Management LLC",Equity,50000000,Other
14/06/2017,MrNeeds,"Consumer Internet","Micro Food Delivery platform",Noida,"undisclosed investors","Seed Funding",500000,Other
15/06/2017,MoneyTap,"Consumer Internet","Money Lending platform",Bangalore,"Sequoia India, NEA, Prime Venture Partners",Equity,12300000,Other
16/06/2017,Goodbox,eCommerce,"Mobile SAAS ECommerce platform for SMEs",Bangalore,"Nexus Venture Partners, Mekin Maheshwari",Equity,1000000,E-Commerce
16/06/2017,Fincash,"Consumer Internet","Personal Finance platform",Mumbai,"Mohammed Khan, Sameer Narayan & Others","Seed Funding",100000,Other
16/06/2017,PortDesk,Technology,"Maritime Solutions",Noida,"Alphard Maritime Group","Seed Funding",2000000,Technology
19/06/2017,Unbxd,Technology,"Cloud based product discovery platform",Bangalore,"Eight Roads Ventures",Equity,12500000,Technology
19/06/2017,DarwinBox,Technology,"Enterprise human resources management platform",Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Equity,4000000,Technology
20/06/2017,ForeverShop,"Consumer Internet","Mobile based ecommerce platform",Bangalore,91maker.com,"Seed Funding",300000,Other
20/06/2017,Insider,"Consumer Internet","Events Ticketing platform",Mumbai,Paytm,Equity,5200000,Other
21/06/2017,Fynd,eCommerce,"Fashion etailer",Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Equity,2400000,E-Commerce
21/06/2017,GrowFit,"Consumer Internet","Health Tech platform",Bangalore,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Equity,4500000,Other
21/06/2017,Fabulyst,Technology,"Artificial Intelligence based platform",Hyderabad,iBhubs,"Seed Funding",215000,Technology
21/06/2017,mSwipe,Technology,"Point of Sale services",Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Equity,31000000,Technology
22/06/2017,JuliaComputing,Technology,"Open Source Language for Data Science and Machine Learning",Bangalore,"General Catalyst, Founder Collective",Equity,4600000,Technology
22/06/2017,Kissht,"Consumer Internet","Consumer Lending platform",Mumbai,"Endiya Partners, Ventureast",Equity,2000000,Other
22/06/2017,ExploreLifetraveling,"Consumer Internet","Local homes booking platform",Bangalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere","Seed Funding",500000,Other
23/06/2017,Loantap,"Consumer Internet","Lending platform for salaried professionals",Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Equity,4000000,Other
23/06/2017,Voxweb,"Consumer Internet","Mobile based social networking platform",Mumbai,"Undisclosed investors","Seed Funding",1000000,Other
26/06/2017,HUGInnovations,Technology,"Gesture based Smartwatch manufacturer",Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Equity,5000000,Technology
26/06/2017,Flipkart,eCommerce,"Online marketplace",Bangalore,Naspers,Equity,71000000,E-Commerce
26/06/2017,VResorts,"Consumer Internet","Holiday & Vacation resort aggregator",Noida,"Seedfund, RB International",Equity,4000000,Other
27/06/2017,Stashfin,"Consumer Internet","Personal Finance App",Delhi,"Snow Leopard Ventures, Alto Partners",Equity,5000000,Other
27/06/2017,SparesHub,eCommerce,"Automobile parts marketplace",Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting","Seed Funding",311000,E-Commerce
28/06/2017,Rubique,"Consumer Internet","Online Marketplace for financial products",Mumbai,"Kalaari Capital, Udayan Goyal",Equity,3000000,Other
28/06/2017,Niki.ai,"Consumer Internet","AI Based Personal Assistant",Bangalore,"SAP.iO, Unilazer Ventures",Equity,2000000,Other
29/06/2017,Fitpass,"Consumer Internet","Online Fitness Marketplace",Delhi,"Abhinav Bindra, Gaurav Marya",Equity,1000000,Other
30/06/2017,TagosDesign,Technology,"in video discovery platform",Bangalore,"Undisclosed Investors",Equity,5000000,Technology
30/06/2017,UrbanClap,"Consumer Internet","Mobile Services Marketplace",Gurugram,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Equity,21000000,Other
01/05/2017,Ace2three,"Consumer Internet","Online Rummy playing Website",Hyderabad,"Clairvest Group",Equity,73700000,Other
01/05/2017,Power2SME,eCommerce,"Buying portal for SMEs",Gurugram,"International Finance Corporation",Equity,10000000,E-Commerce
02/05/2017,Innovapptive,Technology,"Enterprise Mobility Solutions",Hyderabad,"Hyderabad Angels","Seed Funding",1500000,Technology
02/05/2017,4tigo,Logistics,"Truck Network company",Bangalore,"Accel Partners Nandan Nilekani",Equity,10000000,"Transportation and Logistics"
02/05/2017,ZippServe,"Consumer Internet","Real estate risk assessment platform",Bangalore,"undisclosed investors","Seed Funding",390000,Other
03/05/2017,Ola,"Consumer Internet","Cab Aggregation App",Bangalore,"Falcon Edge Capital, Capital Advisers",Equity,104500000,Other
03/05/2017,Sumeru,Technology,"Software & Mobile development services",Bangalore,"undisclosed investors","Seed Funding",1000000,Technology
05/05/2017,BalanceApp,"Consumer Internet","Money Savings & Management App",Bangalore,Rainmatter,"Seed Funding",233000,Other
08/05/2017,YepMe,eCommerce,"Private Label Fashion etailer",Gurugram,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Equity,700000,E-Commerce
08/05/2017,MyGreens,"Food & Beverage","Cold press Juices manufacturer",Delhi,"Ajay Relan, LetsVenture","Seed Funding",1000000,"Food and Beverages"
08/05/2017,AceTurtle,Technology,"Omni Channel Platform",Bangalore,"Vertex Ventures, C31 Ventures",Equity,5000000,Technology
08/05/2017,CureFit,Technology,"Health Tech Platform",Bangalore,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Equity,3200000,Technology
09/05/2017,CurieLabs,Technology,"Energy Analytics startup",Delhi,"Satoshi Studios","Seed Funding",50000,Technology
10/05/2017,Vidooly,"Consumer Internet","Video Intelligence platform",Noida,"Times Internet, GVFL",Equity,1400000,Other
10/05/2017,Shopclues,eCommerce,"Online marketplace",Gurugram,"InnoVen Capital",Equity,7700000,E-Commerce
10/05/2017,FourthAmbit,"Consumer Internet","Community Building platform",Bangalore,1Crowd,"Seed Funding",600000,Other
11/05/2017,EarlySalary,"Consumer Internet","Online lending platform",Pune,"DG Ventures India, Dewan Housing Finance Corp",Equity,4000000,Other
12/05/2017,LegalRaasta,"Consumer Internet","Legal Services to SMEs & Individuals",Delhi,"Impanix Capital",Equity,5000000,Other
12/05/2017,RemitGuru,"Consumer Internet","Digital money transfer platform",Mumbai,"Infibeam, CCavenue",Equity,466000,Other
12/05/2017,Aequm,eCommerce,"Cloud ECommerce platform",Bangalore,"undisclosed investors","Seed Funding",1000000,E-Commerce
15/05/2017,Zapty,Technology,"Project Management tool",Bangalore,"IdeaSpring Capital","Seed Funding",500000,Technology
16/05/2017,Telr,Technology,"Online Payment Gateway",Mumbai,"Innovations East",Equity,3000000,Technology
16/05/2017,Fynd,eCommerce,"Fashion ECommerce Portal",Mumbai,Rocketship,Equity,500000,E-Commerce
17/05/2017,Genie,"Consumer Internet","hyperlocal delivery and logistics mobile app",Chennai,"undisclosed investors","Seed Funding",250000,Other
17/05/2017,Paysense,"Consumer Internet","Online Lending platform",Mumbai,"Jungle Ventures",Equity,5300000,Other
18/05/2017,TheGoodLife,ECommerce,"Online Luxury Tea etailer",Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi","Seed Funding",1000000,E-Commerce
18/05/2017,Paytm,ECommerce,"Mobile Wallet & ECommerce platform",Bangalore,"SoftBank Group",Equity,1400000000,E-Commerce
19/05/2017,EzCred,"Consumer Internet","Consumer Lending Platform",Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg","Seed Funding",1000000,Other
22/05/2017,Delhivery,Logistics,"ECommerce Logistics provider",Delhi,"Fosun International",Equity,30000000,"Transportation and Logistics"
22/05/2017,ZipGrid,"Consumer Internet","Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd","Seed Funding",500000,Other
23/05/2017,Magicpin,"Consumer Internet","Hyperlocal discovery platform",Gurugram,"Lightspeed Venture Partners Vy Capital",Equity,6600000,Other
23/05/2017,Box8,"Consumer Internet","Food Delivery Platform",Mumbai,"Trifecta Capital",Equity,1000000,Other
24/05/2017,GenNextStudents,"Consumer Internet","Online Tutoring Services",Mumbai,"Undisclosed Investors","Seed Funding",580000,Other
25/05/2017,AyeFinance,Finance,"Non Banking Financial Company",Gurugram,"Blue Orchard",Equity,8000000,Finance
29/05/2017,CollateralMedical,eCommerce,"Online Medical equipment supplier",Mumbai,"Carpediem Capital",Equity,3500000,E-Commerce
30/05/2017,SuprDaily,"Consumer Internet","Subscription based delivery platform",Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Equity,1500000,Other
30/05/2017,Swiggy,"Consumer Internet","Online food delivery platform",Bangalore,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Equity,80000000,Other
31/05/2017,SastaSundar,eCommerce,"Online Pharmacy",Kolkata,"Rohto Pharmaceutical",Equity,5000000,E-Commerce
31/05/2017,Magicpin,"Consumer Internet","Hyperlocal Discovery & Rewards platform",Gurugram,"Lightspeed India Partners, Waterbridge Ventures",Equity,7000000,Other
01/04/2017,Cashe,"Consumer Internet","Online & Mobile based Lending platform",Mumbai,"Mathew Cyriac Florintree Advisors",Equity,3800000,Other
03/04/2017,Eruditus,Education,"Executive Education Provider",Mumbai,"Bertelsmann India",Equity,8200000,Education
03/04/2017,HealthcareatHome,Healthcare,"Home Healthcare Provider",Noida,"Quadria Capital Advisors",Equity,40000000,Healthcare
04/04/2017,WayCool,"Food & Beverage","Fresh Produce Distribution Platform",Chennai,"Aspada Investments",Equity,2700000,"Food and Beverages"
04/04/2017,Perfios,Technology,"Fin Tech Solutions",Bangalore,"Bessemer Venture Partners",Equity,6100000,Technology
04/04/2017,Whatfix,Technology,"Interactive Tech Support Guides",Bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Equity,3690000,Technology
04/04/2017,ElastiRun,Technology,"App based Logistics & Distribution platform",Pune,"Kalaari Capital, Norwest Venture Partners",Equity,7000000,Technology
04/04/2017,Trukky,"Consumer Internet","Online Truck Aggregator & Booking platform",Ahemdabad,"Keyur Joshi, Pavan Bakeri","Seed Funding",500000,Other
04/04/2017,KonsultApp,"Consumer Internet","App based Doctor Consulting platform",Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others","Seed Funding",500000,Other
05/04/2017,Fingerlix,"Consumer Internet","Food Delivery Platform",Mumbai,"Zephyr Peacock India",Equity,3000000,Other
06/04/2017,MedwellVentures,Healthcare,"Home Based Healthcare provider",Bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Equity,21000000,Healthcare
06/04/2017,MechMocha,"Consumer Internet","Mobile gaming startup",Bangalore,"Accel Partners, Shunwei Capital",Equity,5000000,Other
07/04/2017,PharmEasy,eCommerce,"Online Pharmacy",Mumbai,"Bessemer Venture Partners Orios Venture Partners Trifecta Capital",Equity,18000000,E-Commerce
08/04/2017,FastFox,"Consumer Internet","Online rental discovery platform",Gurugram,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Equity,4600000,Other
